Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
CLCNKB	gene	CLCNKB	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Bartter syndrome, type 3, OMIM:607364;Bartter disease type 3, MONDO:0011822;Bartter syndrome, type 4b, digenic, OMIM:613090;Bartter disease type 4B, MONDO:0000909	602023			9326936;18310267;32506365;32488762;30999883;26770037;27103762			3		6.0			ENSG00000184908	ENSG00000184908	HGNC:2027													
CLDN10	gene	CLDN10	Expert Review Green;NHS GMS	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Hypokalemic-alkalotic salt-losing tubulopathy;HELIX syndrome, OMIM:617671	617579			19307729;31671507			3		6.0			ENSG00000134873	ENSG00000134873	HGNC:2033													
CLDN16	gene	CLDN16	Expert Review Green;NHS GMS	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Hypomagnesemia 3, renal 248250	603959			10390358;10878661;16528408;16501001;26426912			3		6.0			ENSG00000113946	ENSG00000113946	HGNC:2037													
CLDN19	gene	CLDN19	Expert Review Green;NHS GMS	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Hypomagnesemia 5, renal, with ocular involvement, 248190	610036			17033971;22422540;27530400			3		6.0			ENSG00000164007	ENSG00000164007	HGNC:2040													
CNNM2	gene	CNNM2	NHS GMS;Expert Review Green;Expert list	Renal tubulopathies			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Hypomagnesemia 6, renal, OMIM:613882;Hypomagnesemia, seizures, and mental retardation, OMIM:616418;renal hypomagnesemia 6, MONDO:0013480;Hypomagnesemia, seizures, and mental retardation, MONDO:0014631	607803			33600043;30026055;32997713;34604137;33859252;24699222;35002148;21397062			3		6.0		Other	ENSG00000148842	ENSG00000148842	HGNC:103													
CTNS	gene	CTNS	NHS GMS;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Literature;Emory Genetics Laboratory;Expert Review;UKGTN	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Cystinosis, atypical nephropathic 219800;Cystinosis, late-onset juvenile or adolescent nephropathic 219900;Cystinosis, nephropathic 219800;Cystinosis, ocular nonnephropathic 219750	606272			27604308;9537412;19863563;35137071			3		6.0			ENSG00000040531	ENSG00000040531	HGNC:2518													
CUL3	gene	CUL3	Expert Review Green;NHS GMS	Renal tubulopathies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Pseudohypoaldosteronism, type IIE, 214496	603136			22266938			3		6.0			ENSG00000036257	ENSG00000036257	HGNC:2553													
CYP24A1	gene	CYP24A1	Expert Review Green;NHS GMS	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Hypercalcemia, infantile, 1 143880	126065			21675912;22047572			3		6.0			ENSG00000019186	ENSG00000019186	HGNC:2602													
FAH	gene	FAH	Expert Review;Literature;Radboud University Medical Center, Nijmegen;Illumina TruGenome Clinical Sequencing Services;UKGTN;Emory Genetics Laboratory	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	"Tyrosinemia, type I	276700"	613871			8723690;7550234;27604308			3		6.0			ENSG00000103876	ENSG00000103876	HGNC:3579													
GATM	gene	GATM	Expert Review Green;NHS GMS	Renal tubulopathies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Fanconi renotubular syndrome 1, OMIM:134600	602360			29654216			3		6.0		Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000171766	ENSG00000171766	HGNC:4175													
GNA11	gene	GNA11	Expert Review Green;NHS GMS	Renal tubulopathies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hypocalcemia, autosomal dominant 2 615361	139313			23802536;24823460;23802516			3		6.0			ENSG00000088256	ENSG00000088256	HGNC:4379													
HNF1B	gene	HNF1B	Expert Review Green;NHS GMS	Renal tubulopathies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Renal cysts and diabetes syndrome, 137920;Diabetes mellitus, noninsulin-dependent, 125853	189907			19389850			3		6.0			ENSG00000275410	ENSG00000108753	HGNC:11630													
HNF4A	gene	HNF4A	Expert Review Green;Expert list	Renal tubulopathies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Fanconi renotubular syndrome 4, with maturity-onset diabetes of the young, OMIM:616026	600281			22802087;24285859;30005691;28458902;31875549			3		6.0			ENSG00000101076	ENSG00000101076	HGNC:5024													
KCNJ1	gene	KCNJ1	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Hypokalaemic alkalosis with hypercalciuria;Type 2 Bartter syndrome;often initial transient hyperkalemia;Bartter syndrome, type 2, 241200	600359						3		6.0			ENSG00000151704	ENSG00000151704	HGNC:6255													
KCNJ10	gene	KCNJ10	Expert Review Green;NHS GMS	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	SESAME/EAST syndrome, 612780	602208			19289823;20807765;20651251;21849804			3		6.0			ENSG00000177807	ENSG00000177807	HGNC:6256													
KCNJ16	gene	KCNJ16	NHS GMS;Expert Review Green;Literature	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Hypokalemic tubulopathy and deafness, OMIM:619406	605722			33811157;33840812			3		6.0			ENSG00000153822	ENSG00000153822	HGNC:6262													
KLHL3	gene	KLHL3	Expert Review Green;NHS GMS	Renal tubulopathies			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Pseudohypoaldosteronism, type IID, 614495	605775			22266938;22406640			3		6.0			ENSG00000146021	ENSG00000146021	HGNC:6354													
MAGED2	gene	MAGED2	Expert Review Green;NHS GMS	Renal tubulopathies			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Bartter syndrome, type 5, antenatal, transient, OMIM:300971	300470			27120771			3		6.0			ENSG00000102316	ENSG00000102316	HGNC:16353													
NR3C2	gene	NR3C2	Expert Review Green;NHS GMS	Renal tubulopathies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Pseudohypoaldosteronism type I, autosomal dominant, 177735;Hypertension, early-onset, autosomal dominant, with exacerbation in pregnancy, 605115 no inheritance pattern	600983			9662404;12788847;16972228;16954160;12483305			3		6.0			ENSG00000151623	ENSG00000151623	HGNC:7979													
OCRL	gene	OCRL	Expert Review Green;NHS GMS	Renal tubulopathies			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Dent disease 2, OMIM:300555	300535			10364518			3		6.0			ENSG00000122126	ENSG00000122126	HGNC:8108													
REN	gene	REN	Expert Review Green;NHS GMS	Renal tubulopathies			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hyperuricemic nephropathy, familial juvenile 2, 613092;Renal tubular dysgenesis 267430 AR	179820			22095942;16116425;21036942;17555949;19664745			3		6.0			ENSG00000143839	ENSG00000143839	HGNC:9958													
RMND1	gene	RMND1	NHS GMS;Expert Review Green;Expert list	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 11, OMIM:614922;tubulopathy;renal tubular acidosis;interstitial nephritis;end-stage renal disease;tubular atrophy	614917			32911714;31889854;31568715			3		6.0		Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000155906	ENSG00000155906	HGNC:21176													
RRAGD	gene	RRAGD	NHS GMS;Expert Review Green;Literature	Renal tubulopathies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	hypomagnesaemia;cardiomyopathy;tubular renal disease-cardiomyopathy syndrome, MONDO:0019130	608268			34607910			3		6.0		Other	ENSG00000025039	ENSG00000025039	HGNC:19903													
SARS2	gene	SARS2	Expert Review Green;Literature	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis, OMIM:613845;Progressive Spastic Paresis	612804			21255763;24034276;27279129			3		6.0			ENSG00000104835	ENSG00000104835	HGNC:17697													
SCNN1A	gene	SCNN1A	Expert Review Green;NHS GMS	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Pseudohypoaldosteronism, type I, 264350;?Liddle syndrom 3, 618126;Bronchiectasis with or without elevated sweat chloride 2 613021	600228			8589714;10586178			3		6.0			ENSG00000111319	ENSG00000111319	HGNC:10599													
SCNN1B	gene	SCNN1B	Expert Review Green;NHS GMS;Eligibility statement prior genetic testing	Renal tubulopathies			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Pseudohypoaldosteronism, type I, 264350	600760			8589714;26807262;31301676;31018202			3		6.0			ENSG00000168447	ENSG00000168447	HGNC:10600													
SCNN1G	gene	SCNN1G	Expert Review Green;NHS GMS	Renal tubulopathies			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Pseudohypoaldosteronism, type I, 264350	600761			8640238;29582446;7550319;12473862;17634077			3		6.0			ENSG00000166828	ENSG00000166828	HGNC:10602													
SEC61A1	gene	SEC61A1	NHS GMS;Expert Review Green;Literature	Renal tubulopathies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	hyporeninaemic hypoaldosteronism;autosomal dominant tubulointerstitial kidney disease	609213			33185949;30586318;27392076;31488840			3		6.0			ENSG00000058262	ENSG00000058262	HGNC:18276													
SLC12A1	gene	SLC12A1	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Bartter syndrome, type 1, OMIM:601678;Bartter disease type 1, MONDO:0100344	600839			8640224;32506365;26770037;27103762;8640224;9355073;28095294;32506365			3		6.0			ENSG00000074803	ENSG00000074803	HGNC:10910													
SLC12A3	gene	SLC12A3	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Gitelman syndrome, OMIM: 263800;Gitelman syndrome, MONDO:0009904	600968			22009145;27604308;26770037;30999883;30847515			3		6.0			ENSG00000070915	ENSG00000070915	HGNC:10912													
SLC22A12	gene	SLC22A12	Expert Review Green;NHS GMS	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Hypouricemia, renal, 220150	607096			18492088			3		6.0			ENSG00000197891	ENSG00000197891	HGNC:17989													
SLC2A2	gene	SLC2A2	Expert Review Green;Expert list	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Fanconi-Bickel syndrome, OMIM:227810	138160			32150856;24175243;24912437			3		6.0			ENSG00000163581	ENSG00000163581	HGNC:11006													
SLC2A9	gene	SLC2A9	Expert Review Green;NHS GMS	Renal tubulopathies			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hypouricemia, renal, 2, 612076;{Uric acid concentration, serum, QTL 2}, 612076	606142			19026395;19926891;21810765			3		6.0			ENSG00000109667	ENSG00000109667	HGNC:13446													
SLC4A1	gene	SLC4A1	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing;Expert;Radboud University Medical Center, Nijmegen;Illumina TruGenome Clinical Sequencing Services;UKGTN	Renal tubulopathies			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Distal Renal Tubular Acidosis, Dominant;Ovalocytosis;Distal renal tubular acidosis;Renal tubular acidosis, distal, AD,179800;Renal tubular acidosis, distal, AR, 611590;Cryohydrocytosis, 185020;Ovalocystois, SA type 166900;Spherocytoisis type 4, 612653;various blood group associations.	109270			9312167;9600966			3		6.0			ENSG00000004939	ENSG00000004939	HGNC:11027													
SLC4A4	gene	SLC4A4	NHS GMS;Expert Review Green;Expert;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Renal tubular acidosis, proximal, with ocular abnormalities, 604278;Proximal Renal Tubular Acidosis with Ocular Abnormalities;Proximal Renal Tubular Acidosis with Ocular Abnormalities (recessive).	603345			10545938			3		6.0			ENSG00000080493	ENSG00000080493	HGNC:11030													
SLC5A2	gene	SLC5A2	Expert Review Green;NHS GMS	Renal tubulopathies			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Renal glucosuria, 233100	182381			12436245;21165652;26376857			3		6.0			ENSG00000140675	ENSG00000140675	HGNC:11037													
TRPM6	gene	TRPM6	Expert Review Green;NHS GMS;Expert list	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Hypomagnesemia 1, intestinal, 602014	607009			12032568;12032570;23942199			3		6.0			ENSG00000119121	ENSG00000119121	HGNC:17995													
UMOD	gene	UMOD	Expert Review Green;NHS GMS	Renal tubulopathies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hyperuricemic nephropathy, familial juvenile 1, 162000;Glomerulocystic kidney disease with hyperuricemia and isosthenuria, 609886;Medullary cystic kidney disease 2, 603860	191845			12471200;12629136;14570709;14569098;16883323;20172860;15983957			3		6.0			ENSG00000169344	ENSG00000169344	HGNC:12559													
VIPAS39	gene	VIPAS39	Expert Review Green;Expert Review	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Arthrogryposis, renal dysfunction, and cholestasis 2, OMIM:613404	613401			20190753			3		6.0			ENSG00000151445	ENSG00000151445	HGNC:20347													
VPS33B	gene	VPS33B	Expert Review Green;Literature	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Arthrogryposis, renal dysfunction, and cholestasis 1, OMIM:208085	608552			8151641;16155421;16896922			3		6.0			ENSG00000184056	ENSG00000184056	HGNC:12712													
WDR72	gene	WDR72	NHS GMS;Expert Review Green;Literature	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	distal RTA;hereditary distal renal tubular acidosis;distal renal tubular acidosis, MONDO:0015827;Amelogenesis imperfecta, type IIA3, OMIM:613211;amelogenesis imperfecta hypomaturation type 2A3, MONDO:0013181	613214			30028003;30779877;31959358;33033857			3		6.0			ENSG00000166415	ENSG00000166415	HGNC:26790													
WNK4	gene	WNK4	Expert Review Green;NHS GMS	Renal tubulopathies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Pseudohypoaldosteronism, type IIB, 614491	601844			11498583			3		6.0			ENSG00000126562	ENSG00000126562	HGNC:14544													
EHHADH	gene	EHHADH	Expert Review Amber;NHS GMS;Expert	Renal tubulopathies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	?Fanconi renotubular syndrome 3, OMIM:615605;L-bifunctional protein deficiency;Metabolic acidosis;Increased amino acids in urine	607037			24401050;27160910			2		6.0		Other - please provide details in the comments	ENSG00000113790	ENSG00000113790	HGNC:3247													
ERCC1	gene	ERCC1	Expert Review Amber;Literature	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	hepatorenal syndrome, MONDO:0001382	126380			40684071			2		6.0			ENSG00000012061	ENSG00000012061	HGNC:3433													
FOXI1	gene	FOXI1	NHS GMS;Expert Review Amber;Literature;Expert Review	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	deafness;renal tubular acidosis;Early onset sensorinerual deafness and distal renal tubular acidosis (no OMIM number);Enlarged vestibular aqueducts, 6007910	601093			29242249			2		6.0			ENSG00000168269	ENSG00000168269	HGNC:3815													
FXYD2	gene	FXYD2	Expert Review Amber;NHS GMS	Renal tubulopathies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hypomagnesemia 2, renal, 154020	601814			11062458;25765846			2		6.0			ENSG00000137731	ENSG00000137731	HGNC:4026													
GNAS	gene	GNAS	Expert Review Amber;NHS GMS	Renal tubulopathies			MONOALLELIC, autosomal or pseudoautosomal, paternally imprinted (maternal allele expressed)	Unexplained hyponatremia in infancy, severe early-onset gonadotrophin-independent precocious puberty and skeletal abnormalities.	139320			30312418			2		6.0			ENSG00000087460	ENSG00000087460	HGNC:4392													
WNK1	gene	WNK1	Expert Review Amber;NHS GMS	Renal tubulopathies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Pseudohypoaldosteronism, type IIC, OMIM:614492	605232			11498583			2		6.0			ENSG00000060237	ENSG00000060237	HGNC:14540													
ABCG2	gene	ABCG2	NHS GMS	Renal tubulopathies			Unknown	Serum uric acid concentration and susceptibility to gout, 138900	603756						1		6.0			ENSG00000118777	ENSG00000118777	HGNC:74													
CLCNKA	gene	CLCNKA	Expert Review Red;NHS GMS	Renal tubulopathies			Other	Bartter syndrome, type 4b, digenic, OMIM:613090;Bartter disease type 4B, MONDO:0000909	602024			15044642;18310267;32488762			1		6.0			ENSG00000186510	ENSG00000186510	HGNC:2026													
EGF	gene	EGF	NHS GMS	Renal tubulopathies				Hypomagnesemia 4, renal, 611718	131530			17671655			1		6.0			ENSG00000138798	ENSG00000138798	HGNC:3229													
KCNA1	gene	KCNA1	NHS GMS	Renal tubulopathies				Autosomal dominant hypomagnesemia;Episodic ataxia/myokymia syndrome,160120	176260			19307729			1		6.0			ENSG00000111262	ENSG00000111262	HGNC:6218													
SLC34A1	gene	SLC34A1	Expert Review Red;NHS GMS	Renal tubulopathies			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hypercalcemia, infantile, 2, MIM 616963;Nephrolithiasis/osteoporosis, hypophosphatemic, 1, 612286;?Fanconi renotubular syndrome 2 613388	182309			12324554;20335586			1		6.0			ENSG00000131183	ENSG00000131183	HGNC:11019													
SLC34A3	gene	SLC34A3	Expert Review Red;NHS GMS	Renal tubulopathies			BIALLELIC, autosomal or pseudoautosomal	Hypophosphatemic rickets with hypercalciuria, 241530	609826			16358214;16358215;16849419			1		6.0			ENSG00000198569	ENSG00000198569	HGNC:20305													
SLC9A3R1	gene	SLC9A3R1	Expert Review Red;NHS GMS	Renal tubulopathies			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Nephrolithiasis/osteoporosis, hypophosphatemic, 2, 612287	604990			18784102;25296721;19073985			1		6.0			ENSG00000109062	ENSG00000109062	HGNC:11075													
XPR1	gene	XPR1	Expert Review Red;Expert Review;Literature	Renal tubulopathies			Unknown	Fanconi syndrome;hypophosphatamia	605237			27799484			1		6.0		Other	ENSG00000143324	ENSG00000143324	HGNC:12827													
