Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
CFHR5	gene	CFHR5	Expert Review Green;NHS GMS;Expert list	C3 glomerulopathy - Cypriot ancestry			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	C3 glomerulopathy;CFHR5 nephropathy;Nephropathy due to CFHR5 deficiency, OMIM:614809;Haematuria;Chronic Kidney Disease;Proteinuria;End stage renal disease	608593			24172683;20800271;24067434;23728178;27458560;21566112;32928961;22503529;30844074;28729035;27490940;33753502;30197990			3		3.8		Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000134389	ENSG00000134389	HGNC:24668
