Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
NPHP4	gene	NPHP4	Illumina TruGenome Clinical Sequencing Services;Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Emory Genetics Laboratory	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Senior-Loken syndrome;Nephronophthisis;Senior-Loken syndrome 4, 606996;Nephronophthisis 4, 606966	607215						3		13.2			ENSG00000131697	ENSG00000131697	HGNC:19104													
NPHP4	gene	NPHP4	Expert Review Green;Expert	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease	607215						3		13.2			ENSG00000131697	ENSG00000131697	HGNC:19104													
OFD1	gene	OFD1	Eligibility statement prior genetic testing;Expert list;Expert Review Green;Other	Cystic renal disease			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Joubert syndrome 10;X-linked Joubert syndrome;Orofaciodigital syndrome I	300170			19800048;22353940			3		13.2			ENSG00000046651	ENSG00000046651	HGNC:2567													
PAX2	gene	PAX2	Expert Review Green;NHS GMS	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Papillorenal syndrome, OMIM:120330;renal coloboma syndrome, MONDO:0007352	167409			33746522;16049068;22213154;31060108			3		13.2			ENSG00000075891	ENSG00000075891	HGNC:8616													
PKD1	gene	PKD1	Expert Review Green;Expert list;Radboud University Medical Center, Nijmegen;UKGTN	Cystic renal disease			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Polycystic kidney disease, adult type I, 173900;Autosomal recessive polycystic kidney disease (ARPKD);Autosomal dominant polycystic kidney disease (ADPKD)	601313			23624871;20558538			3		13.2			ENSG00000008710	ENSG00000008710	HGNC:9008													
PKD1	gene	PKD1	Expert Review Green;Eligibility statement prior genetic testing;Expert;UKGTN;Radboud University Medical Center, Nijmegen	Cystic renal disease			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Polycystic kidney disease, adult type I, 173900;Autosomal recessive polycystic kidney disease (ARPKD);Autosomal dominant polycystic kidney disease (ADPKD)	601313			19165178;20558538;22034641;28378423;23624871			3		13.2			ENSG00000008710	ENSG00000008710	HGNC:9008													
PKD2	gene	PKD2	Expert Review Green;Eligibility statement prior genetic testing;Expert;Emory Genetics Laboratory;UKGTN;Radboud University Medical Center, Nijmegen;Illumina TruGenome Clinical Sequencing Services	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Polycystic Kidney Disease, Autosomal Dominant;Polycystic kidney disease 2, 613095;Autosomal Dominant Polycystic Kidney Disease	173910			28356211;23431072			3		13.2			ENSG00000118762	ENSG00000118762	HGNC:9009													
PKD2	gene	PKD2	Expert Review Green;Radboud University Medical Center, Nijmegen;Expert list;Emory Genetics Laboratory;UKGTN	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Polycystic kidney disease 2, 613095	173910						3		13.2			ENSG00000118762	ENSG00000118762	HGNC:9009													
PKHD1	gene	PKHD1	Expert Review Green;Radboud University Medical Center, Nijmegen;Expert list;Emory Genetics Laboratory;UKGTN	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Polycystic kidney disease 4 with or without hepatic disease, OMIM:263200	606702						3		13.2			ENSG00000170927	ENSG00000170927	HGNC:9016													
PKHD1	gene	PKHD1	Expert Review Green;Eligibility statement prior genetic testing;Expert;UKGTN;Radboud University Medical Center, Nijmegen;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Polycystic kidney disease 4 with or without hepatic disease, OMIM:263200	606702						3		13.2			ENSG00000170927	ENSG00000170927	HGNC:9016													
PMM2	gene	PMM2	Expert Review Green;Literature	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type Ia 212065	601785			9140401			3		13.2			ENSG00000140650	ENSG00000140650	HGNC:9115													
PRKCSH	gene	PRKCSH	NHS GMS;Expert Review Green;Expert	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Polycystic liver disease 1 with or without kidney cysts, OMIM:174050	177060			12529853;12577059;24886261			3		13.2			ENSG00000130175	ENSG00000130175	HGNC:9411													
PSKH1	gene	PSKH1	Expert Review Green;NHS GMS;Literature	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Cholestasis, progressive familial intrahepatic, 13, OMIM:620962	177015			39132680			3		13.2			ENSG00000159792	ENSG00000159792	HGNC:9529													
RPGRIP1L	gene	RPGRIP1L	Orphanet;Expert Review Green;Expert list;Other	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 7;Meckel syndrome 5;Joubert syndrome;Meckel syndrome;Meckel-Gruber syndrome	610937			17558409;17558407;19574260			3		13.2			ENSG00000103494	ENSG00000103494	HGNC:29168													
SDCCAG8	gene	SDCCAG8	Orphanet;Expert Review Green;Expert list	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	SENIOR-LOKEN SYNDROME;Bardet-Biedl Syndrome;613615;Senior-Loken syndrome	613524			22190896			3		13.2			ENSG00000054282	ENSG00000054282	HGNC:10671													
SEC63	gene	SEC63	NHS GMS;Expert Review Green;Expert	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Polycystic liver disease 2 with or without kidney cysts, OMIM:617004	608648			15133510;24886261			3		13.2			ENSG00000025796	ENSG00000025796	HGNC:21082													
TCTN1	gene	TCTN1	Expert Review Green;Expert list	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome	609863			20301500;22693042;26489806;21725307;26477546;28631893			3		13.2			ENSG00000204852	ENSG00000204852	HGNC:26113													
TCTN2	gene	TCTN2	Orphanet;Expert Review Green;Expert list;Other	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Meckel syndrome;Joubert syndrome 24;Joubert syndrome, Meckel-Gruber syndrome	613846			25118024;21565611			3		13.2			ENSG00000168778	ENSG00000168778	HGNC:25774													
TCTN3	gene	TCTN3	Expert Review Green;Expert list;Other	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome;Orofaciodigital syndrome IV;Joubert syndrome 18;Meckel-Gruber;Mohr-Majewski syndrome	613847			25118024;22883145			3		13.2			ENSG00000119977	ENSG00000119977	HGNC:24519													
TMEM107	gene	TMEM107	Expert Review Green;Expert list	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Meckel syndrome 13 617562;?Joubert syndrome 29 617562;Orofaciodigital syndrome XVI 617563	616183			26518474;26123494;22698544;26595381			3		13.2			ENSG00000179029	ENSG00000179029	HGNC:28128													
TMEM138	gene	TMEM138	Orphanet;Expert Review Green;Expert list;Other	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome with oculorenal defect;Joubert syndrome 16	614459			22282472			3		13.2			ENSG00000149483	ENSG00000149483	HGNC:26944													
TMEM216	gene	TMEM216	Orphanet;Expert Review Green;Expert list;Other	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome: Meckel-Gruber syndrome;Joubert syndrome with oculorenal defect;Meckel syndrome;Joubert syndrome 2	613277			22282472;20036350;20512146			3		13.2			ENSG00000187049	ENSG00000187049	HGNC:25018													
TMEM231	gene	TMEM231	Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;Expert list;Other;Emory Genetics Laboratory	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Meckel syndrome;Joubert syndrome 20;Joubert syndrome with oculorenal defect;Joubert syndrome 20, 614970;Meckel syndrome 11, 615397	614949						3		13.2			ENSG00000205084	ENSG00000205084	HGNC:37234													
TMEM237	gene	TMEM237	Orphanet;Expert Review Green;Expert list;Other	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome;Joubert syndrome with oculorenal defect;Joubert syndrome 14	614423			22152675;20301500			3		13.2			ENSG00000155755	ENSG00000155755	HGNC:14432													
TMEM67	gene	TMEM67	Orphanet;Eligibility statement prior genetic testing;Expert list;Expert Review Green;Other	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome;nephronophthisis;COACH syndrome;Joubert syndrome 6;?Bardet-Biedl syndrome?;Senior-Boichis syndrome;613550;607361;Meckel-Gruber syndrome;Meckel syndrome;610688;Nephronophthisis 11;216360	609884			PMID: 16415887;PMID: 17160906;PMID: 19058225;PMID: 19508969;PMID: 20607301;PMID: 18327255			3		13.2			ENSG00000164953	ENSG00000164953	HGNC:28396													
TMEM67	gene	TMEM67	Expert Review Green;Expert	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease	609884						3		13.2			ENSG00000164953	ENSG00000164953	HGNC:28396													
TRAF3IP1	gene	TRAF3IP1	Expert Review Green;Orphanet	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Senior-Loken syndrome 9 616629	607380			26487268			3		13.2			ENSG00000204104	ENSG00000204104	HGNC:17861													
TSC1	gene	TSC1	Expert Review Green;Expert	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted		605284			9242607			3		13.2			ENSG00000165699	ENSG00000165699	HGNC:12362													
TSC2	gene	TSC2	Expert Review Green;Expert	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown		191092						3		13.2			ENSG00000103197	ENSG00000103197	HGNC:12363													
TTC21B	gene	TTC21B	Expert Review Green;Orphanet;UKGTN;Expert list;Other;Emory Genetics Laboratory	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 12, 613820;Short-rib thoracic dysplasia 4 with or without polydactyly;Jeune syndrome;Short-rib thoracic dysplasia 4 with or without polydactyly, 613819;Nephronophthisis	612014			21258341;27515926 (functional study in C. elegans);21068128;24876116 (Focal segmental glomerulosclerosis)			3		13.2			ENSG00000123607	ENSG00000123607	HGNC:25660													
TTC21B	gene	TTC21B	Expert Review Green;Expert	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease	612014						3		13.2			ENSG00000123607	ENSG00000123607	HGNC:25660													
TTC8	gene	TTC8	Eligibility statement prior genetic testing;Expert list;Expert Review Green	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Bardet Biedl syndrome 8	608132			14520415			3		13.2			ENSG00000165533	ENSG00000165533	HGNC:20087													
TULP3	gene	TULP3	NHS GMS;Expert Review Green;Expert list	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Hepatorenocardiac degenerative fibrosis, OMIM:619902	604730			30799239;30799240;35397207;36276950;36460032			3		13.2			ENSG00000078246	ENSG00000078246	HGNC:12425													
TXNDC15	gene	TXNDC15	Expert Review Green;Expert list;Expert Review Green;Expert list	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Meckel syndrome 14, OMIM:619879				27894351			3		13.2			ENSG00000113621	ENSG00000113621	HGNC:20652													
UMOD	gene	UMOD	Expert Review Green;Expert;Radboud University Medical Center, Nijmegen;Emory Genetics Laboratory;UKGTN	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Medullary Cystic Kidney Disease 2;Hyperuricemic nephropathy, familial juvenile 1, 162000	191845						3		13.2			ENSG00000169344	ENSG00000169344	HGNC:12559													
VHL	gene	VHL	Expert Review Green;Expert	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown		608537						3		13.2			ENSG00000134086	ENSG00000134086	HGNC:12687													
WDPCP	gene	WDPCP	Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Emory Genetics Laboratory	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	?Bardet-Biedl syndrome 15, 615992;Meckel syndrome;?Congenital heart defects, hamartomas of tongue, and polysyndactyly, 217085	613580			20671153			3		13.2			ENSG00000143951	ENSG00000143951	HGNC:28027													
WDR19	gene	WDR19	Expert Review Green;Expert	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease;Nephronophthisis 13, Senior-Loken	608151			24504730, 25726036, 23683095, 22019273			3		13.2			ENSG00000157796	ENSG00000157796	HGNC:18340													
WDR19	gene	WDR19	Illumina TruGenome Clinical Sequencing Services;Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Other;Emory Genetics Laboratory	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 13, 614377;?Short-rib thoracic dysplasia 5 with or without polydactyly;Senior-Loken syndrome 8, 616307;Cranioectodermal dysplasia;?Short-rib thoracic dysplasia 5 with or without polydactyly, 614376;Jeune syndrome;Senior-Loken syndrome;?Cranioectodermal dysplasia 4, 614378;Nephronophthisis	608151						3		13.2			ENSG00000157796	ENSG00000157796	HGNC:18340													
WDR35	gene	WDR35	Illumina TruGenome Clinical Sequencing Services;Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Other;Emory Genetics Laboratory	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Cranioectodermal dysplasia 2, 613610;Cranioectodermal dysplasia;Short-rib thoracic dysplasia 7 with or without polydactyly;Short-rib thoracic dysplasia 7 with or without polydactyly, 614091	613602						3		13.2			ENSG00000118965	ENSG00000118965	HGNC:29250													
WDR60	gene	WDR60	Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Other;Expert Review Green	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Short-rib thoracic dysplasia 8 with or without polydactyly, 615503;Short-rib thoracic dysplasia 8 with or without polydactyly;Jeune syndrome;SHORT-RIB POLYDACTYLY	615462			25492405;23910462;29271569;26874042			3		13.2			ENSG00000126870	ENSG00000126870	HGNC:21862													
XPNPEP3	gene	XPNPEP3	NHS GMS;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Orphanet;Emory Genetics Laboratory;Radboud University Medical Center, Nijmegen	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis-like nephropathy 1 OMIM:613159;nephronophthisis-like nephropathy 1 MONDO:0013163	613553			20179356;32660933			3		13.2			ENSG00000196236	ENSG00000196236	HGNC:28052													
XPNPEP3	gene	XPNPEP3	NHS GMS;Expert Review Green;Expert	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis-like nephropathy 1 OMIM:613159;nephronophthisis-like nephropathy 1 MONDO:0013163	613553			20179356;32660933			3		13.2			ENSG00000196236	ENSG00000196236	HGNC:28052													
ADAMTS9	gene	ADAMTS9	Expert Review Amber;Expert list	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis-Related Ciliopathy	605421			30609407			2		13.2			ENSG00000163638	ENSG00000163638	HGNC:13202													
BBIP1	gene	BBIP1	Expert Review Amber;Expert list;Radboud University Medical Center, Nijmegen;UKGTN	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Bardet-Biedl syndrome 18, OMIM:615995	613605			24026985;32055034;37239474			2		13.2			ENSG00000214413	ENSG00000214413	HGNC:28093													
CEP290	gene	CEP290	Expert Review Amber;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	610142						2		13.2			ENSG00000198707	ENSG00000198707	HGNC:29021													
CEP55	gene	CEP55	Expert Review Amber;Literature	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Meckel-like syndrome;autosomal recessive lethal ciliopathy;renal dysplasia	610000			28295209;30622327;28264986			2		13.2			ENSG00000138180	ENSG00000138180	HGNC:1161													
COL4A3	gene	COL4A3	Expert Review Amber;Research	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	cystic kidney disease;proteinuria;haematuria	120070			38178635;35602506			2		13.2			ENSG00000169031	ENSG00000169031	HGNC:2204													
COL4A4	gene	COL4A4	Expert Review Amber;Other	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Cystic kidney disease, MONDO:0002473	120131			31922066;38178635			2		13.2			ENSG00000081052	ENSG00000081052	HGNC:2206													
CYS1	gene	CYS1	Literature;Expert Review Amber	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Polycystic kidney disease, MONDO:0020642				34521872			2		13.2			ENSG00000205795	ENSG00000205795	HGNC:18525													
CYS1	gene	CYS1	Expert Review Amber;Literature	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Polycystic kidney disease, MONDO:0020642				34521872			2		13.2			ENSG00000205795	ENSG00000205795	HGNC:18525													
DCDC2	gene	DCDC2	Expert Review Amber;Orphanet;Expert list;Radboud University Medical Center, Nijmegen	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Neonatal sclerosing cholangitis;Nephronophthisis 19, 616217	605755			25557784;22558177;27319779;27469900;31821705			2		13.2			ENSG00000146038	ENSG00000146038	HGNC:18141													
KIF14	gene	KIF14	Expert Review Amber;Orphanet;Expert list;Radboud University Medical Center, Nijmegen;Other	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Meckel syndrome 12, OMIM:616258;Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome, MONDO:0014552	611279			24128419			2		13.2			ENSG00000118193	ENSG00000118193	HGNC:19181													
NEK1	gene	NEK1	Expert Review Amber;Expert list	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	"Short-rib thoracic dysplasia 6 with or without polydactyly, MIM#	263520"	604588			21211617;22499340;25492405;28123176			2		13.2			ENSG00000137601	ENSG00000137601	HGNC:7744													
OFD1	gene	OFD1	Expert Review Amber;Expert	Cystic renal disease			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)		300170			10910455;11179005			2		13.2			ENSG00000046651	ENSG00000046651	HGNC:2567													
PDIA6	gene	PDIA6	Expert Review Amber;Literature	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Asphyxiating thoracic dystrophy (ATD) syndrome and infantile onset diabetes;Polycystic kidney dysplasia, HP:0000113;Diabetes mellitus, HP:0000819;Microcephaly, HP:0000252	611099			33495992;34487921;35856135;39044457;40974269			2		13.2			ENSG00000143870	ENSG00000143870	HGNC:30168													
PDIA6	gene	PDIA6	Expert Review Amber;Literature	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Polycystic kidney dysplasia, HP:0000113;Diabetes mellitus, HP:0000819;Microcephaly, HP:0000252	611099			33495992;34487921;35856135;39044457;40974269			2		13.2			ENSG00000143870	ENSG00000143870	HGNC:30168													
SCLT1	gene	SCLT1	Expert Review Amber;Expert list	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Orofaciodigital syndrome type IX;Senior-Loken syndrome	611399			28486600;30425282;30237576;28005958;24285566			2		13.2			ENSG00000151466	ENSG00000151466	HGNC:26406													
SEC61A1	gene	SEC61A1	Expert list;Expert Review Amber;Expert Review	Cystic renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	glomerulocystic kidney disease;interstitial nephritis;chronic kidney disease;cystic kidney disease;Hyperuricemic nephropathy, familial juvenile, 4, 617056	609213			31488840;27392076			2		13.2			ENSG00000058262	ENSG00000058262	HGNC:18276													
TMEM17	gene	TMEM17	Expert Review Amber;Literature	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Meckel syndrome, MONDO:0018921;orofaciodigital syndrome type 6, MONDO:0010176;Joubert syndrome, MONDO:0018772	614950			26982032;32055034;40841990;41054827			2		13.2			ENSG00000186889	ENSG00000186889	HGNC:26623													
TMEM17	gene	TMEM17	Expert Review Amber;Literature	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Meckel syndrome, MONDO:0018921;orofaciodigital syndrome type 6, MONDO:0010176;Joubert syndrome, MONDO:0018772	614950			26982032;32055034;40841990;41054827			2		13.2			ENSG00000186889	ENSG00000186889	HGNC:26623													
TMEM72	gene	TMEM72	Expert Review Amber;Literature	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	nephronophthisis, MONDO:0019005				41308066			2		13.2			ENSG00000187783	ENSG00000187783	HGNC:31658													
TMEM72	gene	TMEM72	Expert Review Amber;Literature	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	nephronophthisis, MONDO:0019005				41308066			2		13.2			ENSG00000187783	ENSG00000187783	HGNC:31658													
TTC26	gene	TTC26	Expert Review Amber;Literature	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Biliary, renal, neurologic, and skeletal syndrome, OMIM:619534;biliary, renal, neurologic, and skeletal syndrome, MONDO:0859191	617453			31595528;32617964;34177428;38135897;39514123			2		13.2			ENSG00000105948	ENSG00000105948	HGNC:21882													
ZNF423	gene	ZNF423	Orphanet;Radboud University Medical Center, Nijmegen;Expert Review Amber;Expert list;Other;Emory Genetics Laboratory	Cystic renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Joubert syndrome 19, OMIM:614844;Nephronophthisis 14, OMIM:614844	604557			22863007;32925911;33323469			2		13.2			ENSG00000102935	ENSG00000102935	HGNC:16762													
ZNF423	gene	ZNF423	Expert Review Amber;Expert	Cystic renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Joubert syndrome 19, OMIM:614844;Nephronophthisis 14, OMIM:614844	604557			22863007;32925911;33323469			2		13.2			ENSG00000102935	ENSG00000102935	HGNC:16762													
AHI1	gene	AHI1	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	608894						1		13.2			ENSG00000135541	ENSG00000135541	HGNC:21575													
ARL13B	gene	ARL13B	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	608922						1		13.2			ENSG00000169379	ENSG00000169379	HGNC:25419													
ARL6	gene	ARL6	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	608845						1		13.2			ENSG00000113966	ENSG00000113966	HGNC:13210													
ARMC9	gene	ARMC9	Expert Review Red;Literature	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 30, OMIM:617622	617612			28625504			1		13.2			ENSG00000135931	ENSG00000135931	HGNC:20730													
B9D1	gene	B9D1	Illumina TruGenome Clinical Sequencing Services;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Other;Expert Review Red;Emory Genetics Laboratory	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Meckel syndrome 9, OMIM:614209;Meckel syndrome 9, MONDO:0013630;Joubert syndrome 27, OMIM:617120;Joubert syndrome 27, MONDO:0014927	614144			21493627 (case report, with an additional variant in the CEP290 gene suggesting oligogenetic inheritance);24886560 (2 cases with Joubert);25920555 (report a case with heterozygous mutations in CC2D2A and B9D1)			1		13.2			ENSG00000108641	ENSG00000108641	HGNC:24123													
BBS1	gene	BBS1	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	209901						1		13.2			ENSG00000174483	ENSG00000174483	HGNC:966													
BBS10	gene	BBS10	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	610148						1		13.2			ENSG00000179941	ENSG00000179941	HGNC:26291													
BBS12	gene	BBS12	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	610683						1		13.2			ENSG00000181004	ENSG00000181004	HGNC:26648													
BBS2	gene	BBS2	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	606151						1		13.2			ENSG00000125124	ENSG00000125124	HGNC:967													
BBS4	gene	BBS4	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	600374						1		13.2			ENSG00000140463	ENSG00000140463	HGNC:969													
BBS5	gene	BBS5	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	603650						1		13.2			ENSG00000163093	ENSG00000163093	HGNC:970													
BBS9	gene	BBS9	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	607968						1		13.2			ENSG00000122507	ENSG00000122507	HGNC:30000													
C5orf42	gene	C5orf42	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	614571						1		13.2			ENSG00000197603	ENSG00000197603	HGNC:25801													
C8orf37	gene	C8orf37	Expert Review Red;Other	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Bardet-Biedl syndrome 21, 617406	614477			26854863;27008867			1		13.2			ENSG00000156172	ENSG00000156172	HGNC:27232													
CC2D2A	gene	CC2D2A	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	612013						1		13.2			ENSG00000048342	ENSG00000048342	HGNC:29253													
CCDC28B	gene	CCDC28B	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	610162						1		13.2			ENSG00000160050	ENSG00000160050	HGNC:28163													
CCDC28B	gene	CCDC28B	UKGTN;Expert Review Red;Expert list;Emory Genetics Laboratory;Radboud University Medical Center, Nijmegen	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	ciliopathies;{Bardet-Biedl syndrome 1, modifier of}, 209900	610162			23015189			1		13.2			ENSG00000160050	ENSG00000160050	HGNC:28163													
CEP41	gene	CEP41	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	610523						1		13.2			ENSG00000106477	ENSG00000106477	HGNC:12370													
COL4A5	gene	COL4A5	Expert Review Red;Other	Cystic renal disease			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	cystic kidney disease MONDO:0002473	303630			31922066;38680391			1		13.2			ENSG00000188153	ENSG00000188153	HGNC:2207													
EXOC3L2	gene	EXOC3L2	Expert Review Red;Expert list;Expert Review Red;Expert list	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	Brain malformation renal syndrome, OMIM:620943	616927			28749478;27894351			1		13.2			ENSG00000283632	ENSG00000130201	HGNC:30162													
EXOC8	gene	EXOC8	Expert Review Red;Radboud University Medical Center, Nijmegen	Cystic renal disease				No OMIM phenotype;Joubert syndrome (Dixon-Salazar (2012) Sci Transl Med 4, 138ra78)	615283			22700954			1		13.2			ENSG00000116903	ENSG00000116903	HGNC:24659													
GLIS2	gene	GLIS2	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	608539						1		13.2			ENSG00000126603	ENSG00000126603	HGNC:29450													
IFT74	gene	IFT74	Expert Review Red;Other	Cystic renal disease			BIALLELIC, autosomal or pseudoautosomal	?Bardet-Biedl syndrome 20, 617119	608040			27486776			1		13.2			ENSG00000096872	ENSG00000096872	HGNC:21424													
INPP5E	gene	INPP5E	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	613037						1		13.2			ENSG00000148384	ENSG00000148384	HGNC:21474													
IQCB1	gene	IQCB1	Expert Review Red;Expert	Cystic renal disease				Ciliopathy genes associated with cystic kidney disease	609237						1		13.2			ENSG00000173226	ENSG00000173226	HGNC:28949													
