Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
NPHS2	gene	NPHS2	NHS GMS;Expert Review Red;UKGTN	Unexplained young onset end-stage renal disease				Hematuria, Benign Familial;Alport Syndrome, X-Linked;Alport Syndrome, Autosomal Recessive;Alport Syndrome, Autosomal Dominant;Nephrotic Syndrome, Type 2;?Modifier of COL4A variants	604766			26138234			1		13.1			ENSG00000116218	ENSG00000116218	HGNC:13394													
NUP160	gene	NUP160	NHS GMS	Unexplained young onset end-stage renal disease				?Nephrotic syndrome, type 19 #618178	607614			30179222			1		13.1			ENSG00000030066	ENSG00000030066	HGNC:18017													
NUP205	gene	NUP205	NHS GMS	Unexplained young onset end-stage renal disease				?Nephrotic syndrome, type 13 #616893	614352			26878725			1		13.1			ENSG00000155561	ENSG00000155561	HGNC:18658													
NXF5	gene	NXF5	NHS GMS	Unexplained young onset end-stage renal disease				FSGS;heart-block disorder	300319			23686279			1		13.1			ENSG00000126952	ENSG00000126952	HGNC:8075													
PDE6D	gene	PDE6D	Expert Review Red;Expert list;Radboud University Medical Center, Nijmegen;Other;UKGTN	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	?Joubert syndrome 22;Joubert Syndrome and Senior-Loken Syndrome 24 gene panel;?Joubert syndrome 22, 615665	602676			24166846			1		13.1			ENSG00000156973	ENSG00000156973	HGNC:8788													
PIBF1	gene	PIBF1	Expert Review Red;Expert Review;Literature;Research	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome;ataxia;vermis hypoplasia;developmental delay;thick superior cerebellar peduncles;superior cerebellar dysplasia	607532			26167768;29695797;30858804			1		13.1			ENSG00000083535	ENSG00000083535	HGNC:23352													
PMM2	gene	PMM2	NHS GMS;Expert Review Red;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease				Congenital disorder of glycosylation, type Ia #212065	601785			19474279;29229467			1		13.1			ENSG00000140650	ENSG00000140650	HGNC:9115													
ROBO2	gene	ROBO2	Expert Review Red	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Vesicoureteral reflux 2, OMIM:610878	602431						1		13.1			ENSG00000185008	ENSG00000185008	HGNC:10250													
RPGRIP1L	gene	RPGRIP1L	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	610937						1		13.1			ENSG00000103494	ENSG00000103494	HGNC:29168													
SDCCAG8	gene	SDCCAG8	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	613524						1		13.1			ENSG00000054282	ENSG00000054282	HGNC:10671													
SEC63	gene	SEC63	Expert Review Red;Expert list;UKGTN	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Polycystic Kidney Disease, Nephronophthisis And Related Disorders 22 Gene Panel	608648						1		13.1			ENSG00000025796	ENSG00000025796	HGNC:21082													
SHH	gene	SHH	Expert Review Red	Unexplained young onset end-stage renal disease			Unknown		600725						1		13.1			ENSG00000164690	ENSG00000164690	HGNC:10848													
SIX1	gene	SIX1	Expert Review Red	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Branchiootic syndrome 3, OMIM:608389;Deafness, autosomal dominant 23, OMIM:605192	601205						1		13.1			ENSG00000126778	ENSG00000126778	HGNC:10887													
SIX5	gene	SIX5	NHS GMS;Expert Review Red	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Branchiootorenal syndrome 2, OMIM:610896	600963						1		13.1			ENSG00000177045	ENSG00000177045	HGNC:10891													
SLC19A2	gene	SLC19A2	NHS GMS;Expert Review Red;Radboud University Medical Center, Nijmegen;Illumina TruGenome Clinical Sequencing Services;UKGTN	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Thiamine-responsive megaloblastic anemia syndrome, OMIM:249270	603941						1		13.1			ENSG00000117479	ENSG00000117479	HGNC:10938													
SLC19A3	gene	SLC19A3	NHS GMS;Expert Review Red;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease				Thiamine metabolism dysfunction syndrome 2 (biotin- or thiamine-responsive encephalopathy type 2) #607483;(originally on the Imerslund-Grasbeck syndrome gene panel)	606152						1		13.1			ENSG00000135917	ENSG00000135917	HGNC:16266													
SLC26A1	gene	SLC26A1	Expert Review Red;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephrolithiasis, calcium oxalate, MIM#167030	610130			27210743;20160351;30383413;27125215;24250268;36719378			1		13.1			ENSG00000145217	ENSG00000145217	HGNC:10993													
SLC26A6	gene	SLC26A6	Literature	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Enteric hyperoxaluria and nephrolithiasis	610068			35115415			1		13.1			ENSG00000225697	ENSG00000225697	HGNC:14472													
SLC34A1	gene	SLC34A1	Expert Review Red;NHS GMS	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hypercalcemia, infantile, 2, MIM 616963;Nephrolithiasis/osteoporosis, hypophosphatemic, 1, 612286;?Fanconi renotubular syndrome 2 613388	182309			12324554;20335586			1		13.1			ENSG00000131183	ENSG00000131183	HGNC:11019													
SLC34A3	gene	SLC34A3	Expert Review Red;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Hypophosphatemic rickets with hypercalciuria, 241530	609826			16358214;16358215;16849419			1		13.1			ENSG00000198569	ENSG00000198569	HGNC:20305													
SLC36A2	gene	SLC36A2	Expert	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal		608331						1		13.1			ENSG00000186335	ENSG00000186335	HGNC:18762													
SLC41A1	gene	SLC41A1	Expert Review Red;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis	610801			23661805			1		13.1			ENSG00000133065	ENSG00000133065	HGNC:19429													
SLC6A19	gene	SLC6A19	Expert	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal		608893			19033659			1		13.1			ENSG00000174358	ENSG00000174358	HGNC:27960													
SLC6A20	gene	SLC6A20	Expert	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal		605616						1		13.1			ENSG00000163817	ENSG00000163817	HGNC:30927													
SLC9A3	gene	SLC9A3	Expert	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal		182307						1		13.1			ENSG00000066230	ENSG00000066230	HGNC:11073													
SLC9A3R1	gene	SLC9A3R1	Expert Review Red;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Nephrolithiasis/osteoporosis, hypophosphatemic, 2, 612287	604990			18784102;25296721;19073985			1		13.1			ENSG00000109062	ENSG00000109062	HGNC:11075													
SLIT2	gene	SLIT2	Expert Review Red	Unexplained young onset end-stage renal disease			Unknown		603746						1		13.1			ENSG00000145147	ENSG00000145147	HGNC:11086													
SMARCA4	gene	SMARCA4	Expert Review Red	Unexplained young onset end-stage renal disease			Unknown		603254						1		13.1			ENSG00000127616	ENSG00000127616	HGNC:11100													
SOX17	gene	SOX17	Expert Review Red	Unexplained young onset end-stage renal disease			Unknown	Vesicoureteral reflux 3, OMIM:613674	610928						1		13.1			ENSG00000164736	ENSG00000164736	HGNC:18122													
SPRY1	gene	SPRY1	Expert Review Red	Unexplained young onset end-stage renal disease			Unknown		602465						1		13.1			ENSG00000164056	ENSG00000164056	HGNC:11269													
SYNPO	gene	SYNPO	NHS GMS	Unexplained young onset end-stage renal disease				Focal segmental glomerulosclerosis;FSGS	608155			19666657			1		13.1			ENSG00000171992	ENSG00000171992	HGNC:30672													
TCTN1	gene	TCTN1	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	609863						1		13.1			ENSG00000204852	ENSG00000204852	HGNC:26113													
TCTN3	gene	TCTN3	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	613847						1		13.1			ENSG00000119977	ENSG00000119977	HGNC:24519													
THBD	gene	THBD	NHS GMS;Expert Review Red;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hemolytic uremic syndrome, atypical, susceptibility to, 6, 612926;Thrombophilia due to thrombomodulin defect 614486	188040			19625716;25135378;20513133;23307876			1		13.1			ENSG00000178726	ENSG00000178726	HGNC:11784													
TMEM138	gene	TMEM138	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	614459						1		13.1			ENSG00000149483	ENSG00000149483	HGNC:26944													
TMEM216	gene	TMEM216	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	613277						1		13.1			ENSG00000187049	ENSG00000187049	HGNC:25018													
TMEM231	gene	TMEM231	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	614949						1		13.1			ENSG00000205084	ENSG00000205084	HGNC:37234													
TMEM237	gene	TMEM237	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	614423						1		13.1			ENSG00000155755	ENSG00000155755	HGNC:14432													
TNXB	gene	TNXB	Expert Review Red	Unexplained young onset end-stage renal disease			Unknown		600985						1		13.1			ENSG00000168477	ENSG00000168477	HGNC:11976													
TRIM32	gene	TRIM32	UKGTN;Expert Review Red;Expert list;Emory Genetics Laboratory;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	?Bardet-Biedl syndrome 11, 615988;Muscular dystrophy, limb-girdle, type 2H, 254110	602290			11822024;16606853			1		13.1			ENSG00000119401	ENSG00000119401	HGNC:16380													
TRIM32	gene	TRIM32	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	602290						1		13.1			ENSG00000119401	ENSG00000119401	HGNC:16380													
TRPM6	gene	TRPM6	Expert Review Red;Illumina TruGenome Clinical Sequencing Services	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Hypomagnesemia with Secondary Hypocalcemia	607009						1		13.1			ENSG00000119121	ENSG00000119121	HGNC:17995													
TSHZ3	gene	TSHZ3	Expert Review Red	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown		614119						1		13.1			ENSG00000121297	ENSG00000121297	HGNC:30700													
TTC21B	gene	TTC21B	NHS GMS	Unexplained young onset end-stage renal disease				Nephronophthisis 12 # 613820	612014			26940125;24876116			1		13.1			ENSG00000123607	ENSG00000123607	HGNC:25660													
TTC8	gene	TTC8	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	608132						1		13.1			ENSG00000165533	ENSG00000165533	HGNC:20087													
UMOD	gene	UMOD	Expert Review Red;Expert list;Emory Genetics Laboratory;UKGTN	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Polycystic Kidney Disease, Nephronophthisis And Related Disorders 22 Gene Panel	191845						1		13.1			ENSG00000169344	ENSG00000169344	HGNC:12559													
UPK2	gene	UPK2	Expert Review Red	Unexplained young onset end-stage renal disease			Other		611558						1		13.1			ENSG00000110375	ENSG00000110375	HGNC:12579													
UPK3A	gene	UPK3A	Expert Review Red	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Renal Adysplasia	611559						1		13.1			ENSG00000100373	ENSG00000100373	HGNC:12580													
VDR	gene	VDR	Expert	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown		601769						1		13.1			ENSG00000111424	ENSG00000111424	HGNC:12679													
VPS33B	gene	VPS33B	NHS GMS	Unexplained young onset end-stage renal disease				Arthrogryposis, renal dysfunction, and cholestasis 1 #208085	608552			18853461			1		13.1			ENSG00000184056	ENSG00000184056	HGNC:12712													
VTN	gene	VTN	NHS GMS	Unexplained young onset end-stage renal disease			Unknown	Atypical haemolytic uraemic syndrome;aHUS	193190			30377230			1		13.1			ENSG00000109072	ENSG00000109072	HGNC:12724													
WDPCP	gene	WDPCP	Expert Review Red;Expert	Unexplained young onset end-stage renal disease				Ciliopathy genes associated with cystic kidney disease	613580						1		13.1			ENSG00000143951	ENSG00000143951	HGNC:28027													
XPO5	gene	XPO5	NHS GMS	Unexplained young onset end-stage renal disease				Nephrotic syndrome	607845			26878725			1		13.1			ENSG00000124571	ENSG00000124571	HGNC:17675													
XPR1	gene	XPR1	Expert Review Red;Expert Review;Literature	Unexplained young onset end-stage renal disease			Unknown	Fanconi syndrome;hypophosphatamia	605237			27799484			1		13.1		Other	ENSG00000143324	ENSG00000143324	HGNC:12827													
ZMPSTE24	gene	ZMPSTE24	NHS GMS;Expert Review Red;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease				Mandibuloacral dysplasia with type B lipodystrophy #608612	606480			17152860			1		13.1			ENSG00000084073	ENSG00000084073	HGNC:12877													
ZNF365	gene	ZNF365	Expert Review Red;Expert	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Possible cause of uric acid stones;{Nephrolithiasis, uric acid, susceptibility to}	607818						1		13.1			ENSG00000138311	ENSG00000138311	HGNC:18194													
ISCA-37401-Loss	region		Expert Review Green	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Wilms tumor, aniridia, genitourinary anomalies and impaired intellectual development syndrome, OMIM:194072							3		13.1						11			31781961	32489442				3		60	cnv_loss	11p13 (WAGR syndrome) region Loss
ISCA-37405-Loss	region		Expert Review Green;ClinGen	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	juvenile nephronophthisis 1: including growth retardation.  Joubert syndrome: multisystem disease characterized by cerebellar vermis hypoplasia with prominent superior cerebellar peduncles (resulting in the 'molar tooth sign,' or MTS, on axial MRI), mental retardation, hypotonia, irregular breathing pattern, and eye movement abnormalities;266900;609583				9856524;15138899;8852662			3		13.1						2			110104531	110228181				30		60	cnv_loss	2q13 recurrent region (includes NPHP1) Loss
ISCA-37405-Loss	region		Expert Review Green;ClinGen	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	609583;juvenile nephronophthisis 1: including growth retardation.  Joubert syndrome: multisystem disease characterized by cerebellar vermis hypoplasia with prominent superior cerebellar peduncles (resulting in the 'molar tooth sign,' or MTS, on axial MRI), mental retardation, hypotonia, irregular breathing pattern, and eye movement abnormalities;266900				8852662;9856524;15138899			3		13.1						2			110104531	110228181				30		60	cnv_loss	2q13 recurrent region (includes NPHP1) Loss
ISCA-37432-Loss	region		Expert Review Green;ClinGen	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	RCAD syndrome;utero-vaginal atresia;Schizophrenia;614527;delayed development, intellectual disability;Renal cysts and diabetes syndrome;Autism Spectrum Disorder;Mayer-Rokitansky-Kster-Hauser (MRKH) syndrome in females;Chromosome 17q12 deletion syndrome;global developmental delay							3		13.1						17			36458167	37854616				3		60	cnv_loss	17q12 recurrent (RCAD syndrome) region (includes HNF1B) Loss
