Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
DLC1	gene	DLC1	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Childhood and adult SSNS and SRNS	604258			29773874			3		13.1			ENSG00000164741	ENSG00000164741	HGNC:2897													
DLG5	gene	DLG5	NHS GMS;Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Yuksel-Vogel-Bauser syndrome, OMIM:620703	604090			32631816;30791088;17765678;35361250			3		13.1			ENSG00000151208	ENSG00000151208	HGNC:2904													
DNAJB11	gene	DNAJB11	Expert Review Green;Other	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	cystic kidney disease;end stage renal failure;non-enlarged kidney;Polycystic kidney disease;Tubulointerstitial kidney disease	611341			29706351			3		13.1			ENSG00000090520	ENSG00000090520	HGNC:14889													
DNAJB11	gene	DNAJB11	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Polycystic kidney disease 6 with or without polycystic liver disease, OMIM:618061;Tubulointerstitial disease	611341			29706351;29777155			3		13.1			ENSG00000090520	ENSG00000090520	HGNC:14889													
DSTYK	gene	DSTYK	Expert Review Green	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Congenital anomalies of kidney and urinary tract 1, OMIM:610805	612666						3		13.1			ENSG00000133059	ENSG00000133059	HGNC:29043													
DYNC2H1	gene	DYNC2H1	Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Other;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Short-rib thoracic dysplasia 3 with or without polydactyly, OMIM:613091	603297						3		13.1			ENSG00000187240	ENSG00000187240	HGNC:2962													
DZIP1L	gene	DZIP1L	Expert Review Green;Expert Review	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Polycystic kidney disease 5, OMIM:617610;polycystic kidney disease 5, MONDO_0033281	617570			28530676;35211789			3		13.1		Other - please provide details in the comments	ENSG00000158163	ENSG00000158163	HGNC:26551													
EYA1	gene	EYA1	Expert Review Green	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Branchiootorenal syndrome 1, with or without cataracts, OMIM:113650	601653						3		13.1			ENSG00000104313	ENSG00000104313	HGNC:3519													
FAH	gene	FAH	Literature;Expert Review;Illumina TruGenome Clinical Sequencing Services;UKGTN;Radboud University Medical Center, Nijmegen;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	"Tyrosinemia, type I	276700"	613871			8723690;7550234;27604308			3		13.1			ENSG00000103876	ENSG00000103876	HGNC:3579													
FAM20A	gene	FAM20A	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Amelogenesis imperfecta, type IG (enamel-renal syndrome) 204690	611062			23468644;30394349;28298625;22732358			3		13.1			ENSG00000108950	ENSG00000108950	HGNC:23015													
FAN1	gene	FAN1	Expert Review Green;Expert Review	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Interstitial nephritis, karyomegalic, OMIM:614817;karyomegalic interstitial nephritis, MONDO:0013898;chronic kidney disease	613534			22772369;35931300			3		13.1			ENSG00000198690	ENSG00000198690	HGNC:29170													
FAT1	gene	FAT1	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Glomerulotubular nephropathy	600976			26905694			3		13.1			ENSG00000083857	ENSG00000083857	HGNC:3595													
FGA	gene	FGA	NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Amyloidosis, familial visceral, OMIM:105200	134820			19073821;29142973;23551149			3		13.1			ENSG00000171560	ENSG00000171560	HGNC:3661													
FLCN	gene	FLCN	Expert Review Green;Expert Review;Literature	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Birt-Hogg-Dube syndrome, OMIM:135150;renal cysts;cutaneous fibrofolliculoma;pneumothorax;pulmonary cysts;renal cell carcinoma;renal oncocytoma	607273			19785621;31266032			3		13.1			ENSG00000154803	ENSG00000154803	HGNC:27310													
FN1	gene	FN1	Expert Review Green;Expert list	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Glomerulopathy with fibronectin deposits 2, OMIM:601894	135600			18268355;27056061;31419955			3		13.1			ENSG00000115414	ENSG00000115414	HGNC:3778													
FRAS1	gene	FRAS1	Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Fraser syndrome 1, OMIM:219000	607830						3		13.1			ENSG00000138759	ENSG00000138759	HGNC:19185													
FREM1	gene	FREM1	Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Bifid nose with or without anorectal and renal anomalies, OMIM:608980	608944			24700879			3		13.1			ENSG00000164946	ENSG00000164946	HGNC:23399													
FREM2	gene	FREM2	Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Fraser syndrome 2, OMIM:617666	608945						3		13.1			ENSG00000150893	ENSG00000150893	HGNC:25396													
GANAB	gene	GANAB	Expert Review Green;Expert Review	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Mild cystic kidney and liver disease;Polycyctic kidney disease 3	104160			Porath B, Gainullin VG, Cornec-Le Gall E, Dillinger EK, Heyer CM, Hopp K, Edwards ME, Madsen CD, Mauritz SR, Banks CJ, Baheti S, Reddy B, Herrero JI, Ba ales JM, Hogan MC, Tasic V, Watnick TJ, Chapman AB, Vigneau C, Lavainne F, Audr zet MP, Ferec C, Le Meur Y, Torres VE, Genkyst Study Group, HALT Progression of Polycystic Kidney Disease Group, Consortium for Radiologic Imaging Studies of Polycystic Kidney Disease, Harris PC. Mutations in GANAB, Encoding the Glucosidase II  Subunit, Cause Autosomal-Dominant Polycystic Kidney and Liver Disease. Am J Hum Genet. 2016 Jun 2;98(6):1193-207. doi: 10.1016/j.ajhg.2016.05.004. PubMed PMID: 27259053, PubMed Central PMCID: PMC4908191.			3		13.1			ENSG00000089597	ENSG00000089597	HGNC:4138													
GATA3	gene	GATA3	Expert Review Green	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hypoparathyroidism, sensorineural deafness, and renal dysplasia, OMIM:146255	131320						3		13.1			ENSG00000107485	ENSG00000107485	HGNC:4172													
GATM	gene	GATM	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Fanconi renotubular syndrome 1, OMIM:134600	602360			29654216			3		13.1		Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000171766	ENSG00000171766	HGNC:4175													
GATM	gene	GATM	NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Fanconi renotubular syndrome 1, OMIM:134600;Fanconi renotubular syndrome 1, MONDO:0024525	602360			29654216			3		13.1		Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype -please provide details in the comments	ENSG00000171766	ENSG00000171766	HGNC:4175													
GLA	gene	GLA	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Fabry disease 301500	300644			2539398;7504405;12786754			3		13.1			ENSG00000102393	ENSG00000102393	HGNC:4296													
GLA	gene	GLA	NHS GMS;Expert Review Green;Expert	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Fabry disease, OMIM:301500;Fabry disease, MONDO:0010526;Renal cyst, HP:0000107;renal parapelvic cysts	300644			29770213;28371803;27061865;21290670;15327390;15091117			3		13.1			ENSG00000102393	ENSG00000102393	HGNC:4296													
GLI3	gene	GLI3	Expert Review Green	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Pallister-Hall syndrome, OMIM:146510	165240						3		13.1			ENSG00000106571	ENSG00000106571	HGNC:4319													
GLIS2	gene	GLIS2	Expert Review Green;NHS GMS;Illumina TruGenome Clinical Sequencing Services;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 7, OMIM:611498	608539			17618285;18227149;23559409;26374130;31676329			3		13.1			ENSG00000126603	ENSG00000126603	HGNC:29450													
GNA11	gene	GNA11	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hypocalcemia, autosomal dominant 2 615361	139313			23802536;24823460;23802516			3		13.1			ENSG00000088256	ENSG00000088256	HGNC:4379													
GON7	gene	GON7	Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Galloway-Mowat syndrome MONDO:0009627	617436			31481669			3		13.1			ENSG00000170270	ENSG00000170270	HGNC:20356													
GRHPR	gene	GRHPR	Expert Review Green;Eligibility statement prior genetic testing;Expert;Radboud University Medical Center, Nijmegen;Emory Genetics Laboratory;Illumina TruGenome Clinical Sequencing Services;UKGTN	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Primary Hyperoxaluria;Primary Hyperoxaluria Type 2;Hyperoxaluria, primary, type II, 260000;Hyperoxaluria	604296						3		13.1			ENSG00000137106	ENSG00000137106	HGNC:4570													
GRIP1	gene	GRIP1	Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Fraser syndrome 3, OMIM:617667	604597			14730302;24357607;24700879;22510445			3		13.1			ENSG00000155974	ENSG00000155974	HGNC:18708													
GSN	gene	GSN	NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Amyloidosis, Finnish type, OMIM:105120	137350			24601799;25342098;22938848			3		13.1			ENSG00000148180	ENSG00000148180	HGNC:4620													
HAAO	gene	HAAO	Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Vertebral, cardiac, renal, and limb defects syndrome 1, OMIM:617660	604521			17334708;27604308;28792876			3		13.1			ENSG00000162882	ENSG00000162882	HGNC:4796													
HNF1B	gene	HNF1B	NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Renal cysts and diabetes syndrome MIM 137920;NIDDM MIM 125853	189907			15930087			3		13.1			ENSG00000275410	ENSG00000108753	HGNC:11630													
HNF1B	gene	HNF1B	Expert Review Green;Expert list;UKGTN	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Polycystic Kidney Disease, Nephronophthisis And Related Disorders 22 Gene Panel	189907						3		13.1			ENSG00000275410	ENSG00000108753	HGNC:11630													
HNF1B	gene	HNF1B	Expert Review Green;UKGTN;Literature	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Renal cysts and diabetes syndrome	189907			PMID: 11562418;12012276;15085338			3		13.1			ENSG00000275410	ENSG00000108753	HGNC:11630													
HNF1B	gene	HNF1B	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Renal cysts and diabetes syndrome, 137920;Diabetes mellitus, noninsulin-dependent, 125853	189907			19389850			3		13.1			ENSG00000275410	ENSG00000108753	HGNC:11630													
HNF4A	gene	HNF4A	Expert Review Green;Expert list	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Fanconi renotubular syndrome 4, with maturity-onset diabetes of the young, OMIM:616026	600281			22802087;24285859;30005691;28458902;31875549			3		13.1			ENSG00000101076	ENSG00000101076	HGNC:5024													
HNF4A	gene	HNF4A	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Fanconi renotubular syndrome 4, with maturity-onset diabetes of the young, OMIM:616026	600281			24285859;25819479			3		13.1			ENSG00000101076	ENSG00000101076	HGNC:5024													
HOGA1	gene	HOGA1	Expert Review Green;Eligibility statement prior genetic testing;Expert;Radboud University Medical Center, Nijmegen;Illumina TruGenome Clinical Sequencing Services;UKGTN	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Primary Hyperoxaluria;Hyperoxaluria, primary, type III, 613616;Hyperoxaluria	613597						3		13.1			ENSG00000241935	ENSG00000241935	HGNC:25155													
HPRT1	gene	HPRT1	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Hyperuricemia, HRPT-related, OMIM:300323;Lesch-Nyhan syndrome, OMIM:300322	308000			31129767;27079129			3		13.1			ENSG00000165704	ENSG00000165704	HGNC:5157													
HPSE2	gene	HPSE2	Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Urofacial syndrome 1, OMIM:236730;Congenital bladder disease: dyssynergic, high pressure bladder	613469			20560209;20560210			3		13.1			ENSG00000172987	ENSG00000172987	HGNC:18374													
HYLS1	gene	HYLS1	Expert Review Green;Radboud University Medical Center, Nijmegen;Expert list;Emory Genetics Laboratory;UKGTN	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome;Hydrolethalus syndrome, 236680	610693			26830932 - report in two siblings with Joubert syndrome;19656802 - impairment in ciligenesis;18648327 - Hydrolethalus syndrome;15843405 - Hydrolethalus syndrome			3		13.1			ENSG00000198331	ENSG00000198331	HGNC:26558													
ICK	gene	ICK	Expert Review Green;Literature;Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Endocrine-cerebroosteodysplasia, OMIM:612651;Endocrine-cerebro-osteodysplasia syndrome, MONDO:0012980	612325			19185282;27069622;27466187			3		13.1			ENSG00000112144	ENSG00000112144	HGNC:21219													
IFT122	gene	IFT122	Illumina TruGenome Clinical Sequencing Services;Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Cranioectodermal dysplasia;Cranioectodermal dysplasia 1, 218330	606045			19000668;24027799;23826986;26792575;24689072;20493458			3		13.1			ENSG00000163913	ENSG00000163913	HGNC:13556													
IFT140	gene	IFT140	NHS GMS;Expert Review Green;Research;Literature	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Short-rib thoracic dysplasia 9 with or without polydactyly, OMIM:266920;short-rib thoracic dysplasia 9 with or without polydactyly, MONDO:0009964;cystic kidney disease, MONDO:0002473;{Polycystic kidney disease 9, susceptibility to}, OMIM:621164	614620			22503633;23418020;34890546			3		13.1			ENSG00000187535	ENSG00000187535	HGNC:29077													
IFT140	gene	IFT140	Expert Review Green;Expert Review	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Short-rib thoracic dysplasia 9 with or without polydactyly, OMIM:266920;short-rib thoracic dysplasia 9 with or without polydactyly, MONDO:0009964;cystic kidney disease, MONDO:0002473;{Polycystic kidney disease 9, susceptibility to}, OMIM:621164	614620			22503633;23418020;29706353;34890546			3		13.1			ENSG00000187535	ENSG00000187535	HGNC:29077													
IFT172	gene	IFT172	Expert Review Green;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Short-rib thoracic dysplasia 10 with or without polydactyly, OMIM:615630	607386			25168386;30761183;24488770;24140113			3		13.1			ENSG00000138002	ENSG00000138002	HGNC:30391													
IFT27	gene	IFT27	Expert Review Green;Expert list;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Bardet-Biedl syndrome 19, OMIM:615996	615870			24488770;29704304;30761183			3		13.1			ENSG00000100360	ENSG00000100360	HGNC:18626													
IFT43	gene	IFT43	Illumina TruGenome Clinical Sequencing Services;Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Emory Genetics Laboratory;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Cranioectodermal dysplasia 3, 614099;Sensenbrenner syndrome;Short-rib thoracic dysplasia 18 with polydactyly, 617866	614068			29896747;28400947;26892345;24027799;21378380;22791528			3		13.1			ENSG00000119650	ENSG00000119650	HGNC:29669													
INF2	gene	INF2	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Glomerulosclerosis, focal segmental, 5 #613237;Adult onset nephrotic syndrome (+CMT);FSGS;proteinuria;renal failure	610982			20023659;25165188			3		13.1		Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000203485	ENSG00000203485	HGNC:23791													
INPP5E	gene	INPP5E	Expert Review Green;Expert list;Other	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome;Joubert syndrome 1	613037			23386033;26748598			3		13.1			ENSG00000148384	ENSG00000148384	HGNC:21474													
INVS	gene	INVS	NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 2, infantile, OMIM:602088;nephronophthisis 2, MONDO:0011190	243305						3		13.1			ENSG00000119509	ENSG00000119509	HGNC:17870													
INVS	gene	INVS	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Ciliopathy genes associated with cystic kidney disease	243305						3		13.1			ENSG00000119509	ENSG00000119509	HGNC:17870													
INVS	gene	INVS	Illumina TruGenome Clinical Sequencing Services;Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Senior-Loken syndrome;Nephronophthisis 2, infantile, 602088;Nephronophthisis	243305			12872123			3		13.1			ENSG00000119509	ENSG00000119509	HGNC:17870													
IQCB1	gene	IQCB1	Illumina TruGenome Clinical Sequencing Services;Expert Review Green;Orphanet;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Senior-Loken syndrome 5, 609254;Senior-Loken syndrome	609237						3		13.1			ENSG00000173226	ENSG00000173226	HGNC:28949													
ITGA3	gene	ITGA3	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Interstitial lung disease, nephrotic syndrome, and epidermolysis bullosa, congenital #614748	605025						3		13.1			ENSG00000005884	ENSG00000005884	HGNC:6139													
ITGA8	gene	ITGA8	Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Renal hypodysplasia/aplasia 1, OMIM:191830	604063						3		13.1			ENSG00000077943	ENSG00000077943	HGNC:6144													
ITSN1	gene	ITSN1	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Early childhood SSNS	602442			29773874			3		13.1			ENSG00000205726	ENSG00000205726	HGNC:6183													
KCNJ1	gene	KCNJ1	Expert Review Green;Expert;Radboud University Medical Center, Nijmegen;Illumina TruGenome Clinical Sequencing Services	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Antenatal Bartter Syndrome;Bartter syndrome, type 2, 241200;Type 2 Bartter syndrome;often initial transient hyperkalemia	600359						3		13.1			ENSG00000151704	ENSG00000151704	HGNC:6255													
KCNJ1	gene	KCNJ1	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Hypokalaemic alkalosis with hypercalciuria;Type 2 Bartter syndrome;often initial transient hyperkalemia;Bartter syndrome, type 2, 241200	600359						3		13.1			ENSG00000151704	ENSG00000151704	HGNC:6255													
KCNJ10	gene	KCNJ10	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	SESAME/EAST syndrome, 612780	602208			19289823;20807765;20651251;21849804			3		13.1			ENSG00000177807	ENSG00000177807	HGNC:6256													
KCNJ16	gene	KCNJ16	NHS GMS;Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Hypokalemic tubulopathy and deafness, OMIM:619406	605722			33811157;33840812			3		13.1			ENSG00000153822	ENSG00000153822	HGNC:6262													
KIAA0586	gene	KIAA0586	Expert Review Green;Expert list;Other	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 23;Joubert syndrome;Short-rib thoracic dysplasia 14 with polydactyly;Short-rib dysplasia 14 with polydactyly	610178			26096313			3		13.1			ENSG00000100578	ENSG00000100578	HGNC:19960													
KIAA0753	gene	KIAA0753	Expert Review Green;Literature;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	?Orofaciodigital syndrome XV 617127;Joubert syndrome;Short-rib skeletal dysplasia	617112			29138412;28220259;26643951			3		13.1			ENSG00000198920	ENSG00000198920	HGNC:29110													
KIF7	gene	KIF7	Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN;Expert list;Other;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 12   200990;Acrocallosal syndrome   200990	611254			21633164			3		13.1			ENSG00000166813	ENSG00000166813	HGNC:30497													
KLHL3	gene	KLHL3	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Pseudohypoaldosteronism, type IID, 614495	605775			22266938;22406640			3		13.1			ENSG00000146021	ENSG00000146021	HGNC:6354													
KYNU	gene	KYNU	Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Vertebral, cardiac, renal, and limb defects syndrome 2, OMIM:617661	605197			17334708;27604308;28792876			3		13.1			ENSG00000115919	ENSG00000115919	HGNC:6469													
LAGE3	gene	LAGE3	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Galloway-Mowat syndrome 2, X-linked, OMIM:301006	300060			28805828			3		13.1			ENSG00000196976	ENSG00000196976	HGNC:26058													
LAMB2	gene	LAMB2	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 5, with or without ocular abnormalities #614199;Pierson syndrome #609049	150325			20556798			3		13.1			ENSG00000172037	ENSG00000172037	HGNC:6487													
LCAT	gene	LCAT	Expert Review Green;NHS GMS;Expert Review	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Norum disease, OMIM:245900;Norum disease, MONDO:0009515;LCAT DEFICIENCY	606967			21315357;30201532;29535099;22108153;28508023;25657982;9884427			3		13.1			ENSG00000213398	ENSG00000213398	HGNC:6522													
LMX1B	gene	LMX1B	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Nail-patella syndrome #161200;FSGS;proteinuria;kidney failure;isolated glomerulopathy	602575			18414507;2368736;24042019			3		13.1		Other - please provide details in the comments	ENSG00000136944	ENSG00000136944	HGNC:6654													
LRIG2	gene	LRIG2	Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Urofacial syndrome 2, OMIM:615112;Congenital bladder disease: dyssynergic, high pressure bladder	608869			23313374			3		13.1			ENSG00000198799	ENSG00000198799	HGNC:20889													
LYZ	gene	LYZ	NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Amyloidosis, renal 105200	153450			21988333			3		13.1			ENSG00000090382	ENSG00000090382	HGNC:6740													
LZTFL1	gene	LZTFL1	Expert Review Green;Radboud University Medical Center, Nijmegen;Expert list;Emory Genetics Laboratory;UKGTN;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Bardet-Biedl syndrome 17, 615994	606568			22510444;27312011;23692385			3		13.1			ENSG00000163818	ENSG00000163818	HGNC:6741													
MAGED2	gene	MAGED2	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Bartter syndrome, type 5, antenatal, transient, OMIM:300971	300470			27120771			3		13.1			ENSG00000102316	ENSG00000102316	HGNC:16353													
MAGI2	gene	MAGI2	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 15 617609	606382			29773874;27932480			3		13.1			ENSG00000187391	ENSG00000187391	HGNC:18957													
MAPKBP1	gene	MAPKBP1	Expert Review Green;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	NEPHRONOPHTHISIS 20	616786			28089251			3		13.1			ENSG00000137802	ENSG00000137802	HGNC:29536													
MAPKBP1	gene	MAPKBP1	NHS GMS;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 20, OMIM:617271;nephronophthisis 20, MONDO:0014997	616786			28089251			3		13.1			ENSG00000137802	ENSG00000137802	HGNC:29536													
MAPKBP1	gene	MAPKBP1	Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 20   617271	616786			28089251			3		13.1			ENSG00000137802	ENSG00000137802	HGNC:29536													
MKKS	gene	MKKS	Eligibility statement prior genetic testing;Expert list;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Bardet Biedl syndrome 6;236700	604896			10802661;10973251;10973238			3		13.1			ENSG00000125863	ENSG00000125863	HGNC:7108													
MKS1	gene	MKS1	Orphanet;Eligibility statement prior genetic testing;Expert list;Expert Review Green;Other	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	occipital encephalocele;Joubert syndrome;Bardet-Biedl syndrome;Joubert syndrome 28;249000;polydactyly;polycystic kidneys;Meckel-Gruber syndrome;Meckel syndrome;renal fibrosis	609883			26490104;17437276;18327255;24886560;16415886			3		13.1		Other - please provide details in the comments	ENSG00000011143	ENSG00000011143	HGNC:7121													
